CarbonIntensity
Date,rating
2014-01-01 14:09:31, 500.0
2014-01-01 14:09:32, 500.0
2014-01-01 14:09:33, 500.0
2014-01-01 14:09:34, 500.0
2014-01-01 14:09:35, 500.0
2014-01-01 14:09:36, 500.0
2014-01-01 14:09:37, 500.0
2014-01-01 14:09:38, 500.0
2014-01-01 14:09:39, 500.0
2014-01-01 14:09:40, 500.0
2014-01-01 14:09:41, 500.0
2014-01-01 14:09:42, 500.0
2014-01-01 14:09:43, 500.0
2014-01-01 14:09:44, 500.0
2014-01-01 14:09:45, 500.0
2014-01-01 14:09:46, 500.0
2014-01-01 14:09:47, 500.0
2014-01-01 14:09:48, 500.0
2014-01-01 14:09:49, 500.0
2014-01-01 14:09:50, 500.0
2014-01-01 14:09:51, 500.0
2014-01-01 14:09:52, 500.0
2014-01-01 14:09:53, 500.0
2014-01-01 14:09:54, 500.0
2014-01-01 14:09:55, 500.0
2014-01-01 14:09:56, 500.0
2014-01-01 14:09:57, 500.0
2014-01-01 14:09:58, 500.0
2014-01-01 14:09:59, 500.0
2014-01-01 14:10:00, 500.0
2014-01-01 14:10:01, 500.0
2014-01-01 14:10:02, 500.0
2014-01-01 14:10:03, 500.0
2014-01-01 14:10:04, 500.0
2014-01-01 14:10:05, 500.0
2014-01-01 14:10:06, 500.0
2014-01-01 14:10:07, 500.0
2014-01-01 14:10:08, 500.0
2014-01-01 14:10:09, 500.0
2014-01-01 14:10:10, 500.0
2014-01-01 14:10:11, 500.0
2014-01-01 14:10:12, 500.0
2014-01-01 14:10:13, 500.0
2014-01-01 14:10:14, 500.0
2014-01-01 14:10:15, 500.0
2014-01-01 14:10:16, 500.0
2014-01-01 14:10:17, 500.0
2014-01-01 14:10:18, 500.0
2014-01-01 14:10:19, 500.0
2014-01-01 14:10:20, 500.0
2014-01-01 14:10:21, 500.0
2014-01-01 14:10:22, 500.0
2014-01-01 14:10:23, 500.0
2014-01-01 14:10:24, 500.0
2014-01-01 14:10:25, 500.0
2014-01-01 14:10:26, 500.0
2014-01-01 14:10:27, 500.0
2014-01-01 14:10:28, 500.0
2014-01-01 14:10:29, 500.0
2014-01-01 14:10:30, 500.0
2014-01-01 14:10:31, 500.0
2014-01-01 14:10:32, 500.0
2014-01-01 14:10:33, 500.0
2014-01-01 14:10:34, 500.0
2014-01-01 14:10:35, 500.0
2014-01-01 14:10:36, 500.0
2014-01-01 14:10:37, 500.0
2014-01-01 14:10:38, 500.0
2014-01-01 14:10:39, 500.0
2014-01-01 14:10:40, 500.0
2014-01-01 14:10:41, 500.0
2014-01-01 14:10:42, 500.0
2014-01-01 14:10:43, 500.0
2014-01-01 14:10:44, 500.0
2014-01-01 14:10:45, 500.0
2014-01-01 14:10:46, 500.0
2014-01-01 14:10:47, 500.0
2014-01-01 14:10:48, 500.0
2014-01-01 14:10:49, 500.0
2014-01-01 14:10:50, 500.0
2014-01-01 14:10:51, 500.0
2014-01-01 14:10:52, 500.0
2014-01-01 14:10:53, 500.0
2014-01-01 14:10:54, 500.0
2014-01-01 14:10:55, 500.0
2014-01-01 14:10:56, 500.0
2014-01-01 14:10:57, 500.0
2014-01-01 14:10:58, 500.0
2014-01-01 14:10:59, 500.0
2014-01-01 14:11:00, 500.0
2014-01-01 14:11:01, 500.0
2014-01-01 14:11:02, 500.0
2014-01-01 14:11:03, 500.0
2014-01-01 14:11:04, 500.0
2014-01-01 14:11:05, 500.0
2014-01-01 14:11:06, 500.0
2014-01-01 14:11:07, 500.0
2014-01-01 14:11:08, 500.0
2014-01-01 14:11:09, 500.0
2014-01-01 14:11:10, 500.0
2014-01-01 14:11:11, 500.0
2014-01-01 14:11:12, 500.0
2014-01-01 14:11:13, 500.0
2014-01-01 14:11:14, 500.0
2014-01-01 14:11:15, 500.0
2014-01-01 14:11:16, 500.0
2014-01-01 14:11:17, 500.0
2014-01-01 14:11:18, 500.0
2014-01-01 14:11:19, 500.0
2014-01-01 14:11:20, 500.0
2014-01-01 14:11:21, 500.0
2014-01-01 14:11:22, 500.0
2014-01-01 14:11:23, 500.0
2014-01-01 14:11:24, 500.0
2014-01-01 14:11:25, 500.0
2014-01-01 14:11:26, 500.0
2014-01-01 14:11:27, 500.0
2014-01-01 14:11:28, 500.0
2014-01-01 14:11:29, 500.0
2014-01-01 14:11:30, 500.0
2014-01-01 14:11:31, 500.0
2014-01-01 14:11:32, 500.0
2014-01-01 14:11:33, 500.0
2014-01-01 14:11:34, 500.0
2014-01-01 14:11:35, 500.0
2014-01-01 14:11:36, 500.0
2014-01-01 14:11:37, 500.0
2014-01-01 14:11:38, 500.0
2014-01-01 14:11:39, 500.0
2014-01-01 14:11:40, 500.0
2014-01-01 14:11:41, 500.0
2014-01-01 14:11:42, 500.0
2014-01-01 14:11:43, 500.0
2014-01-01 14:11:44, 500.0
2014-01-01 14:11:45, 500.0
2014-01-01 14:11:46, 500.0
2014-01-01 14:11:47, 500.0
2014-01-01 14:11:48, 500.0
2014-01-01 14:11:49, 500.0
2014-01-01 14:11:50, 500.0
2014-01-01 14:11:51, 500.0
2014-01-01 14:11:52, 500.0
2014-01-01 14:11:53, 500.0
2014-01-01 14:11:54, 500.0
2014-01-01 14:11:55, 500.0
2014-01-01 14:11:56, 500.0
2014-01-01 14:11:57, 500.0
2014-01-01 14:11:58, 500.0
2014-01-01 14:11:59, 500.0
2014-01-01 14:12:00, 500.0
2014-01-01 14:12:01, 500.0
2014-01-01 14:12:02, 500.0
2014-01-01 14:12:03, 500.0
2014-01-01 14:12:04, 500.0
2014-01-01 14:12:05, 500.0
2014-01-01 14:12:06, 500.0
2014-01-01 14:12:07, 500.0
2014-01-01 14:12:08, 500.0
2014-01-01 14:12:09, 500.0
2014-01-01 14:12:10, 500.0
2014-01-01 14:12:11, 500.0
2014-01-01 14:12:12, 500.0
2014-01-01 14:12:13, 500.0
2014-01-01 14:12:14, 500.0
2014-01-01 14:12:15, 500.0
2014-01-01 14:12:16, 500.0
2014-01-01 14:12:17, 500.0
2014-01-01 14:12:18, 500.0
2014-01-01 14:12:19, 500.0
2014-01-01 14:12:20, 500.0
2014-01-01 14:12:21, 500.0
2014-01-01 14:12:22, 500.0
2014-01-01 14:12:23, 500.0
2014-01-01 14:12:24, 500.0
2014-01-01 14:12:25, 500.0
2014-01-01 14:12:26, 500.0
2014-01-01 14:12:27, 500.0
2014-01-01 14:12:28, 500.0
2014-01-01 14:12:29, 500.0
2014-01-01 14:12:30, 500.0
2014-01-01 14:12:31, 500.0
2014-01-01 14:12:32, 500.0
2014-01-01 14:12:33, 500.0
2014-01-01 14:12:34, 500.0
2014-01-01 14:12:35, 500.0
2014-01-01 14:12:36, 500.0
2014-01-01 14:12:37, 500.0
2014-01-01 14:12:38, 500.0
2014-01-01 14:12:39, 500.0
2014-01-01 14:12:40, 500.0
2014-01-01 14:12:41, 500.0
2014-01-01 14:12:42, 500.0
2014-01-01 14:12:43, 500.0
2014-01-01 14:12:44, 500.0
2014-01-01 14:12:45, 500.0
2014-01-01 14:12:46, 500.0
2014-01-01 14:12:47, 500.0
2014-01-01 14:12:48, 500.0
2014-01-01 14:12:49, 500.0
2014-01-01 14:12:50, 500.0
2014-01-01 14:12:51, 500.0
2014-01-01 14:12:52, 500.0
2014-01-01 14:12:53, 500.0
2014-01-01 14:12:54, 500.0
2014-01-01 14:12:55, 500.0
2014-01-01 14:12:56, 500.0
2014-01-01 14:12:57, 500.0
2014-01-01 14:12:58, 500.0
2014-01-01 14:12:59, 500.0
2014-01-01 14:13:00, 500.0
2014-01-01 14:13:01, 500.0
2014-01-01 14:13:02, 500.0
2014-01-01 14:13:03, 500.0
2014-01-01 14:13:04, 500.0
2014-01-01 14:13:05, 500.0
2014-01-01 14:13:06, 500.0
2014-01-01 14:13:07, 500.0
2014-01-01 14:13:08, 500.0
2014-01-01 14:13:09, 500.0
2014-01-01 14:13:10, 500.0
2014-01-01 14:13:11, 500.0
2014-01-01 14:13:12, 500.0
2014-01-01 14:13:13, 500.0
2014-01-01 14:13:14, 500.0
2014-01-01 14:13:15, 500.0
2014-01-01 14:13:16, 500.0
2014-01-01 14:13:17, 500.0
2014-01-01 14:13:18, 500.0
2014-01-01 14:13:19, 500.0
2014-01-01 14:13:20, 500.0
2014-01-01 14:13:21, 500.0
2014-01-01 14:13:22, 500.0
2014-01-01 14:13:23, 500.0
2014-01-01 14:13:24, 500.0
2014-01-01 14:13:25, 500.0
2014-01-01 14:13:26, 500.0
2014-01-01 14:13:27, 500.0
2014-01-01 14:13:28, 500.0
2014-01-01 14:13:29, 500.0
2014-01-01 14:13:30, 500.0
2014-01-01 14:13:31, 500.0
2014-01-01 14:13:32, 500.0
2014-01-01 14:13:33, 500.0
2014-01-01 14:13:34, 500.0
2014-01-01 14:13:35, 500.0
2014-01-01 14:13:36, 500.0
2014-01-01 14:13:37, 500.0
2014-01-01 14:13:38, 500.0
2014-01-01 14:13:39, 500.0
2014-01-01 14:13:40, 500.0
2014-01-01 14:13:41, 500.0
2014-01-01 14:13:42, 500.0
2014-01-01 14:13:43, 500.0
2014-01-01 14:13:44, 500.0
2014-01-01 14:13:45, 500.0
2014-01-01 14:13:46, 500.0
2014-01-01 14:13:47, 500.0
2014-01-01 14:13:48, 500.0
2014-01-01 14:13:49, 500.0
2014-01-01 14:13:50, 500.0
2014-01-01 14:13:51, 500.0
2014-01-01 14:13:52, 500.0
2014-01-01 14:13:53, 500.0
2014-01-01 14:13:54, 500.0
2014-01-01 14:13:55, 500.0
2014-01-01 14:13:56, 500.0
2014-01-01 14:13:57, 500.0
2014-01-01 14:13:58, 500.0
2014-01-01 14:13:59, 500.0
2014-01-01 14:14:00, 500.0
2014-01-01 14:14:01, 500.0
2014-01-01 14:14:02, 500.0
2014-01-01 14:14:03, 500.0
2014-01-01 14:14:04, 500.0
2014-01-01 14:14:05, 500.0
2014-01-01 14:14:06, 500.0
2014-01-01 14:14:07, 500.0
2014-01-01 14:14:08, 500.0
2014-01-01 14:14:09, 500.0
2014-01-01 14:14:10, 500.0
2014-01-01 14:14:11, 500.0
2014-01-01 14:14:12, 500.0
2014-01-01 14:14:13, 500.0
2014-01-01 14:14:14, 500.0
2014-01-01 14:14:15, 500.0
2014-01-01 14:14:16, 500.0
2014-01-01 14:14:17, 500.0
2014-01-01 14:14:18, 500.0
2014-01-01 14:14:19, 500.0
2014-01-01 14:14:20, 500.0
2014-01-01 14:14:21, 500.0
2014-01-01 14:14:22, 500.0
2014-01-01 14:14:23, 500.0
2014-01-01 14:14:24, 500.0
2014-01-01 14:14:25, 500.0
2014-01-01 14:14:26, 500.0
2014-01-01 14:14:27, 500.0
2014-01-01 14:14:28, 500.0
2014-01-01 14:14:29, 500.0
2014-01-01 14:14:30, 500.0
2014-01-01 14:14:31, 500.0
2014-01-01 14:14:32, 500.0
2014-01-01 14:14:33, 500.0
2014-01-01 14:14:34, 500.0
2014-01-01 14:14:35, 500.0
2014-01-01 14:14:36, 500.0
2014-01-01 14:14:37, 500.0
2014-01-01 14:14:38, 500.0
2014-01-01 14:14:39, 500.0
2014-01-01 14:14:40, 500.0
2014-01-01 14:14:41, 500.0
2014-01-01 14:14:42, 500.0
2014-01-01 14:14:43, 500.0
2014-01-01 14:14:44, 500.0
2014-01-01 14:14:45, 500.0
2014-01-01 14:14:46, 500.0
2014-01-01 14:14:47, 500.0
2014-01-01 14:14:48, 500.0
2014-01-01 14:14:49, 500.0
2014-01-01 14:14:50, 500.0
2014-01-01 14:14:51, 500.0
2014-01-01 14:14:52, 500.0
2014-01-01 14:14:53, 500.0
2014-01-01 14:14:54, 500.0
2014-01-01 14:14:55, 500.0
2014-01-01 14:14:56, 500.0
2014-01-01 14:14:57, 500.0
2014-01-01 14:14:58, 500.0
2014-01-01 14:14:59, 500.0
2014-01-01 14:15:00, 500.0
2014-01-01 14:15:01, 500.0
2014-01-01 14:15:02, 500.0
2014-01-01 14:15:03, 500.0
2014-01-01 14:15:04, 500.0
2014-01-01 14:15:05, 500.0
2014-01-01 14:15:06, 500.0
2014-01-01 14:15:07, 500.0
2014-01-01 14:15:08, 500.0
2014-01-01 14:15:09, 500.0
2014-01-01 14:15:10, 500.0
2014-01-01 14:15:11, 500.0
2014-01-01 14:15:12, 500.0
2014-01-01 14:15:13, 500.0
2014-01-01 14:15:14, 500.0
2014-01-01 14:15:15, 500.0
2014-01-01 14:15:16, 500.0
2014-01-01 14:15:17, 500.0
2014-01-01 14:15:18, 500.0
2014-01-01 14:15:19, 500.0
2014-01-01 14:15:20, 500.0
2014-01-01 14:15:21, 500.0
2014-01-01 14:15:22, 500.0
2014-01-01 14:15:23, 500.0
2014-01-01 14:15:24, 500.0
2014-01-01 14:15:25, 500.0
2014-01-01 14:15:26, 500.0
2014-01-01 14:15:27, 500.0
2014-01-01 14:15:28, 500.0
2014-01-01 14:15:29, 500.0
2014-01-01 14:15:30, 500.0
2014-01-01 14:15:31, 500.0
2014-01-01 14:15:32, 500.0
2014-01-01 14:15:33, 500.0
2014-01-01 14:15:34, 500.0
2014-01-01 14:15:35, 500.0
2014-01-01 14:15:36, 500.0
2014-01-01 14:15:37, 500.0
2014-01-01 14:15:38, 500.0
2014-01-01 14:15:39, 500.0
2014-01-01 14:15:40, 500.0
2014-01-01 14:15:41, 500.0
2014-01-01 14:15:42, 500.0
2014-01-01 14:15:43, 500.0
2014-01-01 14:15:44, 500.0
2014-01-01 14:15:45, 500.0
2014-01-01 14:15:46, 500.0
2014-01-01 14:15:47, 500.0
2014-01-01 14:15:48, 500.0
2014-01-01 14:15:49, 500.0
2014-01-01 14:15:50, 500.0
2014-01-01 14:15:51, 500.0
2014-01-01 14:15:52, 500.0
2014-01-01 14:15:53, 500.0
2014-01-01 14:15:54, 500.0
2014-01-01 14:15:55, 500.0
2014-01-01 14:15:56, 500.0
2014-01-01 14:15:57, 500.0
2014-01-01 14:15:58, 500.0
2014-01-01 14:15:59, 500.0
2014-01-01 14:16:00, 500.0
2014-01-01 14:16:01, 500.0
2014-01-01 14:16:02, 500.0
2014-01-01 14:16:03, 500.0
2014-01-01 14:16:04, 500.0
2014-01-01 14:16:05, 500.0
2014-01-01 14:16:06, 500.0
2014-01-01 14:16:07, 500.0
2014-01-01 14:16:08, 500.0
2014-01-01 14:16:09, 500.0
2014-01-01 14:16:10, 500.0
2014-01-01 14:16:11, 500.0
2014-01-01 14:16:12, 500.0
2014-01-01 14:16:13, 500.0
2014-01-01 14:16:14, 500.0
2014-01-01 14:16:15, 500.0
2014-01-01 14:16:16, 500.0
2014-01-01 14:16:17, 500.0
2014-01-01 14:16:18, 500.0
2014-01-01 14:16:19, 500.0
