PV
Date,P # [W]
2014-01-01 14:09:03, -1000.0
2014-01-01 14:09:04, -1000.0
2014-01-01 14:09:05, -1000.0
2014-01-01 14:09:06, -1000.0
2014-01-01 14:09:07, -1000.0
2014-01-01 14:09:08, -1000.0
2014-01-01 14:09:09, -1000.0
2014-01-01 14:09:10, -1000.0
2014-01-01 14:09:11, -1000.0
2014-01-01 14:09:12, -1000.0
2014-01-01 14:09:13, -1000.0
2014-01-01 14:09:14, -1000.0
2014-01-01 14:09:15, -1000.0
2014-01-01 14:09:16, -1000.0
2014-01-01 14:09:17, -1000.0
2014-01-01 14:09:18, -1000.0
2014-01-01 14:09:19, -1000.0
2014-01-01 14:09:20, -1000.0
2014-01-01 14:09:21, -1000.0
2014-01-01 14:09:22, -1000.0
2014-01-01 14:09:23, -1000.0
2014-01-01 14:09:24, -1000.0
2014-01-01 14:09:25, -1000.0
2014-01-01 14:09:26, -1000.0
2014-01-01 14:09:27, -1000.0
2014-01-01 14:09:28, -1000.0
2014-01-01 14:09:29, -1000.0
2014-01-01 14:09:30, -1000.0
2014-01-01 14:09:31, -1000.0
2014-01-01 14:09:32, -1000.0
2014-01-01 14:09:33, -1000.0
2014-01-01 14:09:34, -1000.0
2014-01-01 14:09:35, -1000.0
2014-01-01 14:09:36, -1000.0
2014-01-01 14:09:37, -1000.0
2014-01-01 14:09:38, -1000.0
2014-01-01 14:09:39, -1000.0
2014-01-01 14:09:40, -1000.0
2014-01-01 14:09:41, -1000.0
2014-01-01 14:09:42, -1000.0
2014-01-01 14:09:43, -1000.0
2014-01-01 14:09:44, -1000.0
2014-01-01 14:09:45, -1000.0
2014-01-01 14:09:46, -1000.0
2014-01-01 14:09:47, -1000.0
2014-01-01 14:09:48, -1000.0
2014-01-01 14:09:49, -1000.0
2014-01-01 14:09:50, -1000.0
2014-01-01 14:09:51, -1000.0
2014-01-01 14:09:52, -1000.0
2014-01-01 14:09:53, -1000.0
2014-01-01 14:09:54, -1000.0
2014-01-01 14:09:55, -1000.0
2014-01-01 14:09:56, -1000.0
2014-01-01 14:09:57, -1000.0
2014-01-01 14:09:58, -1000.0
2014-01-01 14:09:59, -1000.0
2014-01-01 14:10:00, -1000.0
2014-01-01 14:10:01, -1000.0
2014-01-01 14:10:02, -1000.0
2014-01-01 14:10:03, -1000.0
2014-01-01 14:10:04, -1000.0
2014-01-01 14:10:05, -1000.0
2014-01-01 14:10:06, -1000.0
2014-01-01 14:10:07, -1000.0
2014-01-01 14:10:08, -1000.0
2014-01-01 14:10:09, -1000.0
2014-01-01 14:10:10, -1000.0
2014-01-01 14:10:11, -1000.0
2014-01-01 14:10:12, -1000.0
2014-01-01 14:10:13, -1000.0
2014-01-01 14:10:14, -1000.0
2014-01-01 14:10:15, -1000.0
2014-01-01 14:10:16, -1000.0
2014-01-01 14:10:17, -1000.0
2014-01-01 14:10:18, -1000.0
2014-01-01 14:10:19, -1000.0
2014-01-01 14:10:20, -1000.0
2014-01-01 14:10:21, -1000.0
2014-01-01 14:10:22, -1000.0
2014-01-01 14:10:23, -1000.0
2014-01-01 14:10:24, -1000.0
2014-01-01 14:10:25, -1000.0
2014-01-01 14:10:26, -1000.0
2014-01-01 14:10:27, -1000.0
2014-01-01 14:10:28, -1000.0
2014-01-01 14:10:29, -1000.0
2014-01-01 14:10:30, -1000.0
2014-01-01 14:10:31, -1000.0
2014-01-01 14:10:32, -1000.0
2014-01-01 14:10:33, -1000.0
2014-01-01 14:10:34, -1000.0
2014-01-01 14:10:35, -1000.0
2014-01-01 14:10:36, -1000.0
2014-01-01 14:10:37, -1000.0
2014-01-01 14:10:38, -1000.0
2014-01-01 14:10:39, -1000.0
2014-01-01 14:10:40, -1000.0
2014-01-01 14:10:41, -1000.0
2014-01-01 14:10:42, -1000.0
2014-01-01 14:10:43, -1000.0
2014-01-01 14:10:44, -1000.0
2014-01-01 14:10:45, -1000.0
2014-01-01 14:10:46, 0.0
2014-01-01 14:10:47, 0.0
2014-01-01 14:10:48, 0.0
2014-01-01 14:10:49, 0.0
2014-01-01 14:10:50, 0.0
2014-01-01 14:10:51, 0.0
2014-01-01 14:10:52, 0.0
2014-01-01 14:10:53, 0.0
2014-01-01 14:10:54, 0.0
2014-01-01 14:10:55, 0.0
2014-01-01 14:10:56, 0.0
2014-01-01 14:10:57, 0.0
2014-01-01 14:10:58, 0.0
2014-01-01 14:10:59, 0.0
2014-01-01 14:11:00, 0.0
2014-01-01 14:11:01, 0.0
2014-01-01 14:11:02, 0.0
2014-01-01 14:11:03, 0.0
2014-01-01 14:11:04, 0.0
2014-01-01 14:11:05, 0.0
2014-01-01 14:11:06, 0.0
2014-01-01 14:11:07, 0.0
2014-01-01 14:11:08, 0.0
2014-01-01 14:11:09, 0.0
2014-01-01 14:11:10, 0.0
2014-01-01 14:11:11, 0.0
2014-01-01 14:11:12, 0.0
2014-01-01 14:11:13, 0.0
2014-01-01 14:11:14, 0.0
2014-01-01 14:11:15, 0.0
2014-01-01 14:11:16, 0.0
2014-01-01 14:11:17, 0.0
2014-01-01 14:11:18, 0.0
2014-01-01 14:11:19, 0.0
2014-01-01 14:11:20, 0.0
2014-01-01 14:11:21, 0.0
2014-01-01 14:11:22, 0.0
2014-01-01 14:11:23, 0.0
2014-01-01 14:11:24, 0.0
2014-01-01 14:11:25, 0.0
2014-01-01 14:11:26, 0.0
2014-01-01 14:11:27, 0.0
2014-01-01 14:11:28, 0.0
2014-01-01 14:11:29, 0.0
2014-01-01 14:11:30, 0.0
2014-01-01 14:11:31, 0.0
2014-01-01 14:11:32, 0.0
2014-01-01 14:11:33, 0.0
2014-01-01 14:11:34, 0.0
2014-01-01 14:11:35, 0.0
2014-01-01 14:11:36, 0.0
2014-01-01 14:11:37, 0.0
2014-01-01 14:11:38, 0.0
2014-01-01 14:11:39, 0.0
2014-01-01 14:11:40, 0.0
2014-01-01 14:11:41, 0.0
2014-01-01 14:11:42, 0.0
2014-01-01 14:11:43, 0.0
2014-01-01 14:11:44, 0.0
2014-01-01 14:11:45, 0.0
2014-01-01 14:11:46, 0.0
2014-01-01 14:11:47, 0.0
2014-01-01 14:11:48, 0.0
2014-01-01 14:11:49, 0.0
2014-01-01 14:11:50, 0.0
2014-01-01 14:11:51, 0.0
2014-01-01 14:11:52, 0.0
2014-01-01 14:11:53, 0.0
2014-01-01 14:11:54, 0.0
2014-01-01 14:11:55, 0.0
2014-01-01 14:11:56, 0.0
2014-01-01 14:11:57, 0.0
2014-01-01 14:11:58, 0.0
2014-01-01 14:11:59, 0.0
2014-01-01 14:12:00, 0.0
2014-01-01 14:12:01, 0.0
2014-01-01 14:12:02, 0.0
2014-01-01 14:12:03, 0.0
2014-01-01 14:12:04, 0.0
2014-01-01 14:12:05, 0.0
2014-01-01 14:12:06, 0.0
2014-01-01 14:12:07, 0.0
2014-01-01 14:12:08, 0.0
2014-01-01 14:12:09, 0.0
2014-01-01 14:12:10, 0.0
2014-01-01 14:12:11, 0.0
2014-01-01 14:12:12, 0.0
2014-01-01 14:12:13, 0.0
2014-01-01 14:12:14, 0.0
2014-01-01 14:12:15, 0.0
2014-01-01 14:12:16, 0.0
2014-01-01 14:12:17, 0.0
2014-01-01 14:12:18, 0.0
2014-01-01 14:12:19, 0.0
2014-01-01 14:12:20, 0.0
2014-01-01 14:12:21, 0.0
2014-01-01 14:12:22, 0.0
2014-01-01 14:12:23, 0.0
2014-01-01 14:12:24, 0.0
2014-01-01 14:12:25, 0.0
2014-01-01 14:12:26, 0.0
2014-01-01 14:12:27, 0.0
2014-01-01 14:12:28, 0.0
2014-01-01 14:12:29, 0.0
2014-01-01 14:12:30, 0.0
2014-01-01 14:12:31, 0.0
2014-01-01 14:12:32, 0.0
2014-01-01 14:12:33, 0.0
2014-01-01 14:12:34, 0.0
2014-01-01 14:12:35, 0.0
2014-01-01 14:12:36, 0.0
2014-01-01 14:12:37, 0.0
2014-01-01 14:12:38, 0.0
2014-01-01 14:12:39, 0.0
2014-01-01 14:12:40, 0.0
2014-01-01 14:12:41, 0.0
2014-01-01 14:12:42, 0.0
2014-01-01 14:12:43, 0.0
2014-01-01 14:12:44, 0.0
2014-01-01 14:12:45, 0.0
2014-01-01 14:12:46, 0.0
2014-01-01 14:12:47, 0.0
2014-01-01 14:12:48, 0.0
2014-01-01 14:12:49, 0.0
2014-01-01 14:12:50, 0.0
2014-01-01 14:12:51, 0.0
2014-01-01 14:12:52, 0.0
2014-01-01 14:12:53, 0.0
2014-01-01 14:12:54, 0.0
2014-01-01 14:12:55, 0.0
2014-01-01 14:12:56, 0.0
2014-01-01 14:12:57, 0.0
2014-01-01 14:12:58, 0.0
2014-01-01 14:12:59, 0.0
2014-01-01 14:13:00, 0.0
2014-01-01 14:13:01, 0.0
2014-01-01 14:13:02, 0.0
2014-01-01 14:13:03, 0.0
2014-01-01 14:13:04, 0.0
2014-01-01 14:13:05, 0.0
2014-01-01 14:13:06, 0.0
2014-01-01 14:13:07, 0.0
2014-01-01 14:13:08, 0.0
2014-01-01 14:13:09, 0.0
2014-01-01 14:13:10, 0.0
2014-01-01 14:13:11, 0.0
2014-01-01 14:13:12, 0.0
2014-01-01 14:13:13, 0.0
2014-01-01 14:13:14, 0.0
2014-01-01 14:13:15, 0.0
2014-01-01 14:13:16, 0.0
2014-01-01 14:13:17, 0.0
2014-01-01 14:13:18, 0.0
2014-01-01 14:13:19, 0.0
2014-01-01 14:13:20, 0.0
2014-01-01 14:13:21, 0.0
2014-01-01 14:13:22, 0.0
2014-01-01 14:13:23, 0.0
2014-01-01 14:13:24, 0.0
2014-01-01 14:13:25, 0.0
2014-01-01 14:13:26, 0.0
2014-01-01 14:13:27, 0.0
2014-01-01 14:13:28, 0.0
2014-01-01 14:13:29, 0.0
2014-01-01 14:13:30, 0.0
2014-01-01 14:13:31, 0.0
2014-01-01 14:13:32, 0.0
2014-01-01 14:13:33, 0.0
2014-01-01 14:13:34, 0.0
2014-01-01 14:13:35, 0.0
2014-01-01 14:13:36, 0.0
2014-01-01 14:13:37, 0.0
2014-01-01 14:13:38, 0.0
2014-01-01 14:13:39, 0.0
2014-01-01 14:13:40, 0.0
2014-01-01 14:13:41, 0.0
2014-01-01 14:13:42, 0.0
2014-01-01 14:13:43, 0.0
2014-01-01 14:13:44, 0.0
2014-01-01 14:13:45, 0.0
2014-01-01 14:13:46, 0.0
2014-01-01 14:13:47, 0.0
2014-01-01 14:13:48, 0.0
2014-01-01 14:13:49, 0.0
2014-01-01 14:13:50, 0.0
2014-01-01 14:13:51, 0.0
2014-01-01 14:13:52, 0.0
2014-01-01 14:13:53, 0.0
2014-01-01 14:13:54, 0.0
2014-01-01 14:13:55, 0.0
2014-01-01 14:13:56, 0.0
2014-01-01 14:13:57, 0.0
2014-01-01 14:13:58, 0.0
2014-01-01 14:13:59, 0.0
2014-01-01 14:14:00, 0.0
2014-01-01 14:14:01, 0.0
2014-01-01 14:14:02, 0.0
2014-01-01 14:14:03, 0.0
2014-01-01 14:14:04, 0.0
2014-01-01 14:14:05, 0.0
2014-01-01 14:14:06, 0.0
2014-01-01 14:14:07, 0.0
2014-01-01 14:14:08, 0.0
2014-01-01 14:14:09, 0.0
2014-01-01 14:14:10, 0.0
2014-01-01 14:14:11, 0.0
2014-01-01 14:14:12, 0.0
2014-01-01 14:14:13, 0.0
2014-01-01 14:14:14, 0.0
2014-01-01 14:14:15, 0.0
2014-01-01 14:14:16, 0.0
2014-01-01 14:14:17, 0.0
2014-01-01 14:14:18, 0.0
2014-01-01 14:14:19, 0.0
2014-01-01 14:14:20, 0.0
2014-01-01 14:14:21, 0.0
2014-01-01 14:14:22, 0.0
2014-01-01 14:14:23, 0.0
2014-01-01 14:14:24, 0.0
2014-01-01 14:14:25, 0.0
2014-01-01 14:14:26, 0.0
2014-01-01 14:14:27, 0.0
2014-01-01 14:14:28, 0.0
2014-01-01 14:14:29, 0.0
2014-01-01 14:14:30, 0.0
2014-01-01 14:14:31, 0.0
2014-01-01 14:14:32, 0.0
2014-01-01 14:14:33, 0.0
2014-01-01 14:14:34, 0.0
2014-01-01 14:14:35, 0.0
2014-01-01 14:14:36, 0.0
2014-01-01 14:14:37, 0.0
2014-01-01 14:14:38, 0.0
2014-01-01 14:14:39, 0.0
2014-01-01 14:14:40, 0.0
2014-01-01 14:14:41, 0.0
2014-01-01 14:14:42, 0.0
2014-01-01 14:14:43, 0.0
2014-01-01 14:14:44, 0.0
2014-01-01 14:14:45, 0.0
2014-01-01 14:14:46, 0.0
2014-01-01 14:14:47, 0.0
2014-01-01 14:14:48, 0.0
2014-01-01 14:14:49, 0.0
2014-01-01 14:14:50, 0.0
2014-01-01 14:14:51, 0.0
2014-01-01 14:14:52, 0.0
2014-01-01 14:14:53, 0.0
2014-01-01 14:14:54, 0.0
2014-01-01 14:14:55, 0.0
2014-01-01 14:14:56, 0.0
2014-01-01 14:14:57, 0.0
2014-01-01 14:14:58, 0.0
2014-01-01 14:14:59, 0.0
2014-01-01 14:15:00, 0.0
2014-01-01 14:15:01, 0.0
2014-01-01 14:15:02, 0.0
2014-01-01 14:15:03, 0.0
2014-01-01 14:15:04, 0.0
2014-01-01 14:15:05, 0.0
2014-01-01 14:15:06, 0.0
2014-01-01 14:15:07, 0.0
2014-01-01 14:15:08, 0.0
2014-01-01 14:15:09, 0.0
2014-01-01 14:15:10, 0.0
2014-01-01 14:15:11, 0.0
2014-01-01 14:15:12, 0.0
2014-01-01 14:15:13, 0.0
2014-01-01 14:15:14, 0.0
2014-01-01 14:15:15, 0.0
2014-01-01 14:15:16, 0.0
2014-01-01 14:15:17, 0.0
2014-01-01 14:15:18, 0.0
2014-01-01 14:15:19, 0.0
2014-01-01 14:15:20, 0.0
2014-01-01 14:15:21, 0.0
2014-01-01 14:15:22, 0.0
2014-01-01 14:15:23, 0.0
2014-01-01 14:15:24, 0.0
2014-01-01 14:15:25, 0.0
2014-01-01 14:15:26, 0.0
2014-01-01 14:15:27, 0.0
2014-01-01 14:15:28, 0.0
2014-01-01 14:15:29, 0.0
2014-01-01 14:15:30, 0.0
2014-01-01 14:15:31, 0.0
2014-01-01 14:15:32, 0.0
2014-01-01 14:15:33, 0.0
2014-01-01 14:15:34, 0.0
2014-01-01 14:15:35, 0.0
2014-01-01 14:15:36, 0.0
2014-01-01 14:15:37, 0.0
2014-01-01 14:15:38, 0.0
2014-01-01 14:15:39, 0.0
2014-01-01 14:15:40, 0.0
2014-01-01 14:15:41, 0.0
2014-01-01 14:15:42, 0.0
2014-01-01 14:15:43, 0.0
2014-01-01 14:15:44, 0.0
2014-01-01 14:15:45, 0.0
2014-01-01 14:15:46, 0.0
2014-01-01 14:15:47, 0.0
2014-01-01 14:15:48, 0.0
2014-01-01 14:15:49, 0.0
2014-01-01 14:15:50, 0.0
2014-01-01 14:15:51, 0.0
2014-01-01 14:15:52, 0.0
2014-01-01 14:15:53, 0.0
2014-01-01 14:15:54, 0.0
2014-01-01 14:15:55, 0.0
2014-01-01 14:15:56, 0.0
2014-01-01 14:15:57, 0.0
2014-01-01 14:15:58, 0.0
2014-01-01 14:15:59, 0.0
2014-01-01 14:16:00, 0.0
2014-01-01 14:16:01, 0.0
2014-01-01 14:16:02, 0.0
2014-01-01 14:16:03, 0.0
2014-01-01 14:16:04, 0.0
2014-01-01 14:16:05, 0.0
2014-01-01 14:16:06, 0.0
2014-01-01 14:16:07, 0.0
2014-01-01 14:16:08, 0.0
2014-01-01 14:16:09, 0.0
2014-01-01 14:16:10, 0.0
2014-01-01 14:16:11, 0.0
2014-01-01 14:16:12, 0.0
2014-01-01 14:16:13, 0.0
2014-01-01 14:16:14, 0.0
2014-01-01 14:16:15, 0.0
2014-01-01 14:16:16, 0.0
2014-01-01 14:16:17, 0.0
2014-01-01 14:16:18, 0.0
2014-01-01 14:16:19, 0.0
